age,experience_years,working_hours_per_day,projects_handled,overtime_hours,work_pressure_score,work_life_balance,team_size,manager_support,job_satisfaction,mental_fatigue_score,stress_level,sleep_hours,burnout_score,gender_Male,education_level_Master,education_level_PhD,job_role_HR Executive,job_role_ML Engineer,job_role_Project Manager,job_role_Software Engineer,company_type_MNC,company_type_Startup,deadline_frequency_Low,deadline_frequency_Medium,remote_work_Yes,physical_activity_Yes,health_issues_Yes
29,26,8,5,26,10,1,3,1,3,5.1,1,5.4,0.884,False,False,True,True,False,False,False,False,True,False,True,False,True,False
41,7,7,1,3,3,2,3,4,2,5.3,3,5.5,0.424,True,False,False,False,False,True,False,True,False,False,True,False,False,True
53,8,6,1,19,9,1,14,3,2,6.9,5,6.9,0.792,True,False,False,False,True,False,False,False,False,True,False,False,False,True
35,27,7,1,21,1,2,17,3,4,5.7,4,4.8,0.242,False,False,False,False,False,False,False,False,True,False,True,False,False,False
49,14,11,4,5,8,2,17,4,4,0.5,2,4.7,0.364,True,False,True,False,False,True,False,True,False,False,False,True,False,True
45,1,6,3,2,5,3,9,3,5,5.6,1,7.0,0.159,True,True,False,False,False,False,True,False,True,False,True,False,True,False
36,6,9,4,29,10,3,14,5,3,6.5,5,8.4,0.775,False,True,False,True,False,False,False,False,True,True,False,True,False,True
43,17,11,1,0,9,4,12,2,2,6.4,3,6.4,0.798,True,False,True,False,True,False,False,False,True,False,True,True,True,False
51,21,8,1,2,2,2,4,5,2,7.3,2,6.2,0.354,True,False,True,True,False,False,False,False,True,False,False,True,False,True
25,9,6,4,23,1,1,4,3,4,5.2,3,8.3,0.141,True,True,False,False,False,False,False,False,False,False,True,True,True,False
34,32,10,6,7,10,2,8,3,4,9.0,5,5.5,1.0,False,False,False,False,False,True,False,False,False,False,False,True,True,True
44,6,11,5,15,7,5,8,2,1,4.6,2,5.5,0.604,False,True,False,True,False,False,False,True,False,False,False,False,True,True
29,2,9,3,21,10,1,12,1,1,5.2,3,8.1,0.925,True,False,False,True,False,False,False,True,False,True,False,True,True,False
39,13,6,5,6,9,5,5,1,4,7.8,5,7.1,0.681,False,True,False,False,False,False,True,False,True,False,False,True,True,False
33,12,10,6,17,5,4,18,2,1,8.3,5,4.7,0.993,False,True,False,True,False,False,False,False,True,False,True,True,False,True
52,15,11,3,8,4,5,7,1,4,6.5,2,7.2,0.396,False,True,False,False,True,False,False,False,True,False,False,False,False,True
35,15,9,2,2,4,4,7,3,4,1.3,5,7.8,0.068,True,True,False,False,False,True,False,False,False,False,True,False,True,False
55,4,11,3,17,8,4,12,1,5,3.3,3,5.6,0.65,True,True,False,False,False,False,False,False,True,False,True,False,True,True
39,24,6,5,15,1,4,15,3,1,0.2,2,6.0,0.0,False,False,True,True,False,False,False,True,False,False,True,False,False,True
55,25,10,3,20,1,5,5,4,3,3.0,1,5.3,0.0,True,False,False,False,True,False,False,False,True,False,True,True,True,True
32,12,8,2,0,8,4,8,5,3,5.7,5,7.0,0.565,True,False,False,False,False,False,False,False,False,True,False,True,False,False
33,25,9,2,20,2,4,3,1,5,8.1,3,7.2,0.33,True,True,False,False,True,False,False,False,True,False,True,True,True,False
36,0,6,1,25,10,3,12,4,3,5.9,2,4.8,0.617,True,False,True,True,False,False,False,False,False,True,False,True,False,False
52,7,10,2,19,6,2,12,1,3,0.4,1,7.2,0.198,True,False,False,True,False,False,False,False,False,False,False,True,True,False
50,3,8,4,15,2,4,3,4,5,2.6,1,7.1,0.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False
47,20,11,5,11,5,1,13,2,2,5.8,4,4.6,0.89,True,False,False,False,False,False,True,False,False,False,False,True,False,True
39,21,10,4,5,3,1,15,4,5,7.1,4,6.7,0.55,True,False,False,False,True,False,False,True,False,True,False,False,True,True
53,2,8,6,27,7,3,19,3,5,8.7,2,7.0,0.543,True,False,True,False,False,False,True,False,False,False,True,True,False,True
43,18,6,4,20,9,5,6,2,1,9.7,5,6.2,0.931,False,True,False,False,False,False,True,True,False,False,True,False,True,False
59,0,10,5,8,2,5,17,2,3,8.9,3,8.1,0.35,False,True,False,False,False,False,False,True,False,True,False,False,False,True
38,28,10,6,20,7,5,4,3,3,4.7,5,5.8,0.627,False,True,False,False,False,False,False,False,True,False,False,False,False,False
44,22,7,4,12,8,4,8,1,2,7.5,3,4.8,0.749,True,True,False,False,True,False,False,False,True,True,False,True,False,True
45,32,9,4,23,10,5,11,2,5,2.4,3,7.2,0.317,False,False,False,False,False,False,True,False,False,False,False,False,True,True
29,22,10,6,11,8,5,13,1,4,0.6,4,6.9,0.431,False,False,False,False,False,True,False,False,True,False,False,True,True,True
27,4,8,4,12,7,2,18,5,2,0.6,4,8.5,0.276,False,False,False,False,False,False,True,False,False,False,False,True,True,False
26,6,9,2,17,4,4,10,4,2,2.4,5,5.4,0.268,False,False,False,False,False,False,False,False,True,False,True,False,False,False
50,5,6,5,18,4,4,19,4,3,0.4,2,6.1,0.0,True,False,False,False,False,False,True,False,False,True,False,False,True,True
49,21,9,5,18,10,1,6,3,3,8.5,3,6.3,0.902,False,False,False,True,False,False,False,False,True,False,True,False,False,False
32,12,7,5,18,9,1,9,3,3,4.9,4,7.9,0.596,False,False,False,True,False,False,False,False,True,True,False,False,True,False
22,11,6,4,5,10,2,13,4,3,8.1,2,6.2,0.762,True,False,False,False,False,True,False,True,False,False,False,True,False,True
40,3,10,2,15,9,3,13,5,2,9.4,4,7.6,0.929,True,True,False,False,True,False,False,False,True,False,True,True,True,False
30,7,11,5,6,5,4,13,3,5,9.9,3,5.1,0.701,False,False,False,False,False,False,True,False,True,False,True,True,True,False
48,30,6,3,6,7,1,17,5,3,9.4,1,6.1,0.656,True,False,True,True,False,False,False,False,False,False,True,False,False,True
55,25,6,5,27,7,5,7,3,1,7.2,4,5.1,0.606,False,False,False,False,True,False,False,True,False,False,False,False,True,False
25,7,7,1,22,9,4,8,2,2,4.4,2,8.3,0.433,True,True,False,True,False,False,False,False,False,True,False,False,True,True
57,32,8,3,27,7,4,7,1,4,6.0,5,5.2,0.711,True,False,True,False,True,False,False,False,True,False,False,False,True,True
39,28,6,5,18,8,4,11,4,4,8.2,5,6.2,0.739,False,False,True,False,True,False,False,False,False,False,True,True,False,False
36,4,8,4,15,7,1,13,1,5,9.0,3,4.8,0.921,True,False,True,True,False,False,False,True,False,False,True,True,False,True
34,27,9,5,16,4,2,5,4,2,9.6,1,8.2,0.548,False,False,False,False,False,False,False,False,False,False,False,True,True,True
40,16,11,2,21,2,1,6,3,2,7.3,4,7.0,0.703,True,False,False,False,True,False,False,False,True,False,True,False,True,True
27,22,7,2,18,3,5,17,1,2,5.4,4,8.3,0.157,False,False,False,False,False,False,True,False,False,False,True,False,False,False
33,8,10,5,15,7,5,7,5,1,9.7,1,4.7,0.846,True,False,False,True,False,False,False,False,True,True,False,False,False,True
58,1,6,4,28,9,3,13,3,1,9.6,3,5.2,0.946,True,False,False,False,False,False,False,True,False,True,False,False,False,True
38,31,11,4,15,2,1,13,2,3,4.8,3,6.0,0.699,True,False,True,True,False,False,False,True,False,True,False,False,False,False
44,30,11,4,18,7,1,6,1,4,6.5,2,7.0,0.778,True,True,False,False,False,True,False,False,False,True,False,True,False,True
47,6,8,5,14,4,3,18,1,1,8.1,2,5.8,0.673,True,True,False,False,False,False,True,True,False,True,False,False,False,True
50,29,6,5,2,7,3,13,2,4,4.3,2,7.3,0.194,False,False,True,False,False,True,False,False,False,True,False,True,True,False
54,2,11,1,14,5,4,3,4,2,8.3,3,5.2,0.686,True,True,False,False,True,False,False,False,True,False,True,False,False,True
48,8,7,2,24,7,4,15,3,1,1.1,4,6.9,0.29,False,True,False,False,True,False,False,False,False,False,True,True,False,False
46,9,10,3,27,6,5,8,2,4,4.8,5,6.1,0.501,False,True,False,False,False,True,False,False,True,True,False,False,True,True
31,25,9,3,15,2,2,8,5,1,4.8,3,6.5,0.455,False,False,False,False,False,True,False,True,False,False,False,False,True,False
44,0,9,2,19,7,5,15,3,2,6.8,1,6.8,0.491,True,False,False,False,True,False,False,False,True,True,False,True,False,True
42,29,8,6,4,5,1,13,2,2,1.2,5,4.7,0.503,False,False,True,False,False,False,False,False,True,False,True,False,True,False
42,14,11,1,18,9,2,9,2,2,1.0,3,8.2,0.569,True,False,True,False,False,False,True,False,True,False,False,False,False,False
34,24,9,2,9,1,4,14,1,3,9.0,3,7.6,0.426,False,False,True,True,False,False,False,False,True,False,False,False,True,False
58,5,8,1,12,1,3,18,1,4,3.0,2,6.3,0.091,False,False,False,False,False,True,False,False,True,False,False,True,True,True
54,17,10,6,14,2,3,3,1,3,3.3,4,6.7,0.255,False,False,True,False,False,False,True,False,False,False,True,False,True,False
45,0,6,1,11,8,5,17,3,5,7.8,4,4.6,0.674,False,False,False,True,False,False,False,False,True,False,False,False,True,False
32,2,7,4,16,9,1,15,4,5,4.1,5,6.5,0.62,False,False,False,True,False,False,False,False,True,False,True,False,False,True
38,16,10,2,14,7,1,12,3,1,8.3,3,6.2,0.998,True,False,False,False,False,True,False,False,True,False,True,False,True,True
25,7,10,3,27,1,3,6,1,1,4.0,2,6.0,0.299,False,False,False,False,False,False,False,False,True,True,False,False,True,False
46,16,9,5,3,7,5,8,1,1,7.6,1,7.8,0.642,False,False,False,False,False,False,False,False,True,False,True,True,True,True
51,24,9,6,14,8,5,10,3,3,5.3,3,5.2,0.482,True,False,False,False,False,False,True,False,True,False,False,True,False,False
30,11,7,6,16,7,4,11,2,2,9.4,2,5.2,0.716,True,False,False,False,False,False,True,True,False,False,True,True,True,False
42,28,6,5,26,5,4,10,2,1,3.3,1,6.6,0.198,True,False,False,False,True,False,False,False,False,False,True,True,False,False
41,24,10,2,10,7,4,9,1,1,3.6,1,7.2,0.454,False,True,False,False,False,False,False,False,True,True,False,False,False,False
40,24,11,5,22,10,2,3,1,5,9.7,5,4.6,1.0,False,True,False,False,False,False,True,False,False,True,False,False,True,False
40,28,9,1,22,2,5,13,4,2,7.4,4,6.7,0.374,False,False,False,False,True,False,False,True,False,False,True,True,True,True
33,10,10,5,14,9,5,11,2,3,7.7,4,5.7,0.824,False,False,False,True,False,False,False,True,False,False,True,True,False,False
58,3,6,1,19,2,4,12,4,2,3.0,5,7.5,0.03,False,True,False,False,False,False,True,False,True,False,True,True,False,True
38,13,8,1,20,2,3,12,1,5,5.3,3,6.4,0.343,False,True,False,False,True,False,False,False,False,True,False,True,True,False
58,16,6,3,25,5,4,3,1,3,3.1,2,7.8,0.072,True,False,False,False,False,False,False,False,True,True,False,True,False,False
49,1,10,5,6,8,2,19,4,4,2.6,4,6.1,0.467,True,True,False,True,False,False,False,True,False,False,False,False,True,False
56,7,10,3,12,6,3,14,4,1,5.4,5,7.8,0.589,False,False,True,False,False,False,True,True,False,False,False,True,True,False
39,9,7,5,21,9,5,14,1,3,9.9,4,7.4,0.8,False,False,False,False,False,False,False,False,False,False,False,False,True,True
35,6,10,1,12,6,2,19,5,5,2.1,4,7.8,0.272,False,False,False,True,False,False,False,False,True,False,False,False,False,False
56,15,9,5,19,5,2,9,1,2,2.4,4,7.7,0.46,False,False,False,False,False,True,False,False,False,True,False,True,True,True
28,13,11,6,19,1,3,13,2,3,2.4,3,6.4,0.305,False,True,False,False,False,False,False,False,False,True,False,False,True,True
34,15,7,6,1,8,4,4,1,5,7.9,5,6.0,0.614,True,False,False,False,False,True,False,True,False,False,True,False,True,True
39,24,10,3,9,3,4,18,3,3,5.1,4,7.6,0.268,True,False,False,False,False,False,True,False,False,False,False,False,True,False
58,3,6,4,17,2,1,11,1,1,3.8,4,5.9,0.369,False,False,False,False,True,False,False,True,False,False,True,False,True,True
34,28,10,6,27,7,3,12,5,2,8.4,5,4.9,0.882,True,False,True,False,False,False,True,False,True,False,True,True,True,True
57,5,6,3,19,2,4,12,2,2,3.0,1,7.9,0.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False
52,0,6,4,4,1,2,5,1,3,3.9,3,6.1,0.18,False,True,False,False,False,True,False,False,False,False,True,False,True,False
23,0,10,2,19,2,4,19,4,5,0.7,3,5.0,0.087,False,True,False,False,False,True,False,False,True,False,True,True,False,False
37,2,6,3,29,6,4,16,2,1,1.2,2,7.1,0.18,True,False,False,True,False,False,False,False,False,True,False,True,False,False
30,0,11,6,18,2,2,16,2,1,1.4,2,8.1,0.142,True,False,True,False,False,False,True,False,True,True,False,True,False,False
30,0,8,6,26,1,3,5,5,3,3.5,1,7.9,0.0,False,True,False,False,False,False,True,True,False,True,False,False,True,False
59,20,7,5,1,1,1,12,4,4,5.2,2,6.7,0.136,True,False,False,False,False,False,False,True,False,True,False,True,False,True
32,29,10,4,3,4,4,15,3,3,0.0,4,4.9,0.222,True,True,False,False,False,True,False,False,False,False,False,False,True,True
43,31,8,6,29,8,4,14,1,1,1.9,4,7.3,0.468,False,True,False,False,False,False,False,True,False,False,False,True,False,True
54,32,6,5,15,6,4,11,3,2,1.8,2,6.9,0.074,True,True,False,False,False,False,False,True,False,False,False,False,False,False
57,21,6,4,26,4,3,12,4,3,2.5,3,5.3,0.248,True,False,False,False,False,True,False,False,True,False,True,True,True,True
44,29,7,3,20,6,2,18,2,3,1.7,1,8.1,0.109,False,False,True,False,False,False,False,True,False,False,False,True,False,True
55,3,8,3,15,6,2,5,5,2,2.0,4,4.8,0.387,False,False,True,False,False,True,False,True,False,True,False,False,False,False
30,22,8,5,16,9,2,14,5,3,9.8,1,6.0,0.894,True,False,False,False,False,False,False,True,False,False,False,True,True,False
45,24,10,3,14,4,2,10,2,5,5.9,2,4.9,0.51,False,False,False,False,True,False,False,False,True,True,False,True,False,False
29,11,6,5,12,6,2,17,5,2,7.6,5,8.1,0.61,True,False,False,False,False,False,False,False,False,False,False,False,False,False
28,16,9,1,0,10,2,13,3,2,8.2,1,4.6,1.0,False,False,True,False,False,False,False,False,True,False,False,True,True,True
57,14,10,4,21,1,4,15,2,2,6.7,1,6.2,0.326,False,True,False,False,True,False,False,False,False,True,False,True,False,False
39,9,10,5,4,7,4,8,1,1,7.0,2,7.9,0.644,False,False,False,False,False,False,True,False,False,True,False,False,True,True
24,34,10,4,26,7,2,15,1,3,6.3,2,5.5,0.789,False,False,False,False,False,True,False,True,False,False,True,False,False,True
49,28,7,1,19,1,2,13,4,4,6.5,4,4.9,0.219,True,False,False,True,False,False,False,True,False,False,True,True,False,True
27,11,7,4,0,8,3,8,2,3,9.3,5,5.0,1.0,False,True,False,False,True,False,False,False,True,False,True,True,False,False
42,0,10,5,11,5,3,8,3,3,1.9,5,6.1,0.333,False,False,False,False,False,False,True,False,True,False,False,False,True,True
49,0,11,3,29,9,5,7,2,1,2.7,1,6.2,0.503,False,False,True,False,False,False,False,False,True,False,False,False,True,True
22,9,9,4,22,8,4,9,2,5,0.9,5,7.4,0.331,True,True,False,False,False,False,True,True,False,True,False,True,False,True
57,17,8,4,14,3,2,13,3,5,8.4,2,5.5,0.321,True,True,False,False,True,False,False,False,False,True,False,False,False,False
42,1,8,6,3,1,4,8,5,1,4.5,2,7.3,0.014,False,False,False,False,False,False,False,False,True,False,True,True,True,True
56,7,6,6,18,3,5,11,3,1,9.1,2,8.5,0.422,False,False,False,False,False,False,True,False,False,True,False,True,False,True
34,21,8,1,29,2,3,10,2,1,4.1,1,8.0,0.22,False,False,False,True,False,False,False,True,False,False,False,False,True,False
31,21,8,2,15,2,5,7,2,3,4.4,3,7.0,0.217,False,False,False,False,False,True,False,True,False,True,False,False,True,True
31,25,9,3,22,4,1,8,2,1,4.5,2,8.3,0.427,False,False,False,False,False,True,False,True,False,True,False,False,True,True
34,25,8,5,17,2,3,4,2,4,6.1,5,8.5,0.402,False,False,True,False,True,False,False,True,False,True,False,False,False,True
58,8,9,1,25,8,4,6,4,2,7.7,5,6.8,0.835,True,False,False,False,False,False,False,False,False,True,False,True,True,False
59,20,7,5,16,5,3,6,5,5,3.5,2,5.6,0.109,False,False,False,False,False,False,False,False,False,True,False,False,True,True
45,30,9,5,10,1,5,18,2,4,6.3,3,8.2,0.179,False,False,False,False,False,True,False,False,True,False,True,True,False,False
23,5,7,4,19,6,2,3,4,5,2.0,1,7.9,0.028,False,False,False,False,False,False,True,False,False,False,True,True,True,False
43,13,9,1,12,7,5,18,2,3,5.5,2,4.8,0.551,False,False,True,False,False,False,False,False,False,False,False,True,False,False
38,32,10,1,23,1,5,3,5,3,5.5,1,8.2,0.0,False,False,False,True,False,False,False,False,False,False,True,True,False,False
57,6,11,6,28,3,2,19,5,1,8.9,3,6.0,0.796,False,False,False,True,False,False,False,False,True,True,False,True,False,True
35,23,7,3,21,9,4,7,3,5,9.0,2,5.8,0.518,True,True,False,False,False,False,False,False,False,False,True,False,False,False
31,8,7,2,8,7,4,18,4,3,4.9,2,5.9,0.308,True,False,False,False,False,False,False,False,False,False,False,False,False,True
56,10,8,5,16,4,3,5,5,3,0.2,2,5.8,0.0,True,False,False,False,False,True,False,False,False,False,True,True,False,False
46,22,7,3,16,6,5,12,1,5,8.4,4,6.6,0.667,True,False,False,False,True,False,False,True,False,False,False,False,True,False
24,1,9,6,26,6,3,19,2,3,0.0,2,6.8,0.39,True,False,False,False,False,True,False,False,False,False,False,False,False,True
59,14,10,3,4,3,2,13,5,1,4.8,2,6.2,0.519,True,False,False,False,True,False,False,False,True,False,False,True,False,False
38,34,10,5,21,2,1,11,4,3,0.2,3,6.2,0.198,False,False,False,True,False,False,False,False,True,True,False,True,False,False
33,27,8,4,7,5,4,13,4,4,3.5,3,7.4,0.097,False,True,False,False,True,False,False,False,True,False,False,False,True,True
45,3,9,4,2,8,2,11,4,4,6.4,4,4.5,0.719,False,False,False,False,False,True,False,False,True,False,True,True,True,True
50,9,9,5,5,3,4,19,3,1,3.7,2,8.3,0.182,False,True,False,False,False,False,False,True,False,False,True,False,False,False
46,5,6,6,2,5,3,7,2,4,9.3,5,7.4,0.619,False,True,False,False,True,False,False,False,True,False,True,False,False,False
57,29,7,6,7,3,1,14,1,3,6.4,1,7.3,0.316,False,True,False,False,False,True,False,True,False,False,False,True,True,False
47,34,8,1,11,7,5,18,4,4,6.5,2,6.2,0.38,True,False,False,True,False,False,False,True,False,False,False,False,False,True
59,9,10,2,26,6,4,11,2,4,3.7,4,8.4,0.248,False,False,False,False,True,False,False,True,False,True,False,False,False,False
22,31,11,4,26,6,5,10,4,3,0.4,5,4.5,0.303,True,True,False,True,False,False,False,False,True,False,False,True,True,True
41,2,6,2,3,1,3,8,4,5,7.4,3,4.8,0.165,True,True,False,True,False,False,False,False,True,False,True,True,True,False
49,25,9,3,1,2,4,19,1,1,7.2,1,7.7,0.399,False,True,False,False,False,False,True,True,False,True,False,False,True,True
37,14,7,3,27,6,3,16,2,5,5.3,4,7.5,0.315,False,False,False,False,True,False,False,True,False,False,True,True,True,True
38,16,10,5,24,8,5,16,4,5,4.2,3,5.6,0.383,False,False,True,False,False,True,False,False,True,True,False,False,True,False
49,26,6,5,9,5,3,6,3,4,5.4,2,6.9,0.212,False,False,False,False,True,False,False,False,False,False,False,True,False,False
33,17,9,5,14,2,3,10,4,2,7.5,4,6.6,0.514,False,False,False,False,True,False,False,False,False,True,False,True,False,True
48,18,10,6,12,5,3,19,2,5,7.1,2,6.6,0.518,False,False,False,True,False,False,False,False,False,False,False,False,True,True
51,11,10,4,23,9,2,3,5,3,6.6,4,6.9,0.764,False,False,False,True,False,False,False,False,True,False,False,False,True,False
55,23,9,2,14,6,2,5,4,3,9.0,4,8.5,0.753,True,False,False,True,False,False,False,False,True,False,True,False,False,True
58,4,9,3,21,5,4,19,3,3,6.1,2,8.4,0.261,False,True,False,True,False,False,False,True,False,False,False,True,False,False
27,23,8,2,18,10,3,5,3,2,0.1,4,8.4,0.326,False,True,False,False,False,True,False,False,True,False,False,False,True,False
28,26,10,4,17,6,3,9,4,2,6.2,3,6.7,0.588,True,False,True,False,False,False,False,False,True,False,False,True,False,True
53,29,9,2,12,9,3,13,2,1,6.1,3,5.8,0.933,False,False,False,False,False,False,True,False,True,False,True,True,False,False
53,14,11,2,19,7,2,17,4,2,0.7,1,6.7,0.39,False,True,False,True,False,False,False,True,False,False,False,False,False,False
46,33,11,6,19,10,5,9,3,1,4.3,1,7.0,0.463,True,False,False,True,False,False,False,True,False,False,True,False,False,True
54,26,6,5,0,3,3,7,4,3,6.5,4,5.7,0.395,False,False,False,False,False,False,True,False,False,True,False,True,True,False
28,19,7,6,24,10,1,19,3,2,7.0,3,7.0,0.865,False,False,False,True,False,False,False,False,False,False,True,False,False,True
33,31,11,6,15,10,4,7,5,4,8.9,2,7.0,0.819,False,False,False,False,False,False,False,False,True,False,True,True,False,True
37,3,8,2,25,5,2,3,4,4,8.4,4,8.1,0.512,False,False,False,False,True,False,False,False,True,False,False,True,False,False
37,4,9,2,7,4,5,9,1,4,1.2,2,5.5,0.239,False,False,False,False,False,False,True,True,False,False,True,True,True,False
57,7,7,6,22,5,1,19,4,2,6.1,5,7.3,0.567,False,True,False,False,False,True,False,False,False,True,False,False,False,True
34,21,8,2,5,8,3,10,3,2,6.0,1,6.3,0.563,True,False,True,False,False,False,True,False,False,False,True,True,True,True
28,6,10,6,2,6,2,14,2,2,3.0,4,5.0,0.773,False,False,False,False,False,False,False,False,False,False,False,True,True,False
57,21,7,1,19,4,3,4,3,4,1.8,4,5.8,0.148,False,False,True,False,False,True,False,False,True,True,False,False,False,False
30,29,11,6,15,5,4,19,5,3,2.0,2,4.7,0.218,True,True,False,False,True,False,False,False,True,False,False,False,True,True
53,15,8,3,1,7,2,16,2,5,1.8,1,5.8,0.293,True,True,False,True,False,False,False,False,True,False,False,False,True,False
32,14,9,3,22,8,1,5,1,3,8.1,2,4.8,0.936,False,True,False,False,False,False,True,True,False,False,True,True,True,False
29,4,9,2,1,5,5,16,1,2,1.5,2,8.2,0.119,True,False,False,False,False,True,False,False,False,False,False,False,True,False
54,2,8,6,29,2,5,10,5,5,2.6,1,4.9,0.0,False,True,False,False,False,False,True,True,False,True,False,True,False,False
44,22,10,6,14,6,4,9,5,5,2.2,5,7.8,0.161,False,True,False,False,True,False,False,False,False,True,False,True,False,False
46,9,11,5,9,9,5,7,5,3,7.1,3,8.1,0.637,True,False,True,False,False,False,True,False,True,True,False,True,True,False
29,4,8,5,0,3,5,5,5,4,1.6,3,6.4,0.0,False,True,False,False,False,True,False,True,False,True,False,False,False,False
43,22,6,5,21,7,4,3,4,1,0.2,5,4.7,0.229,False,True,False,False,False,False,False,True,False,False,True,True,True,True
25,14,8,6,19,8,1,17,3,4,3.7,1,6.9,0.381,True,True,False,False,False,True,False,False,True,True,False,True,True,True
24,17,8,6,14,6,2,3,4,4,3.1,4,5.4,0.38,True,False,False,False,False,False,True,False,False,False,True,False,False,True
50,24,11,3,23,3,2,7,2,5,4.0,1,5.2,0.313,True,False,False,False,True,False,False,False,False,False,False,True,True,False
50,7,9,4,0,1,4,13,1,2,7.5,2,6.8,0.382,True,False,False,True,False,False,False,False,False,False,False,False,False,True
55,30,10,2,24,3,3,16,1,2,0.1,1,5.9,0.144,False,False,False,True,False,False,False,False,False,False,True,False,False,False
55,20,8,3,21,6,4,11,2,5,0.4,3,7.4,0.0,True,False,False,False,True,False,False,False,True,False,False,False,True,False
49,1,7,5,15,4,4,17,1,4,2.6,4,6.9,0.116,True,False,True,False,False,False,True,False,True,False,False,False,False,False
34,21,9,3,29,1,4,13,5,3,8.9,5,7.8,0.349,True,True,False,False,True,False,False,False,True,True,False,True,False,True
36,7,9,3,17,6,4,7,5,1,1.7,1,4.7,0.194,True,False,True,False,False,False,True,False,True,False,False,True,False,True
44,22,8,3,23,1,5,17,5,4,10.0,4,5.4,0.355,True,True,False,False,False,True,False,True,False,False,False,True,False,True
47,31,11,5,4,8,5,4,2,4,8.1,4,6.8,0.702,False,True,False,False,False,False,False,True,False,False,True,True,True,False
25,7,7,4,20,3,1,14,3,1,4.6,3,8.0,0.462,True,False,True,False,False,False,True,True,False,True,False,False,False,True
47,3,8,1,4,3,4,9,2,3,7.5,2,7.8,0.338,False,True,False,True,False,False,False,False,True,False,False,True,True,False
30,29,7,2,22,1,2,4,3,1,5.2,4,7.2,0.278,True,False,True,True,False,False,False,False,False,False,False,False,False,False
26,18,9,2,22,3,3,10,1,5,5.7,4,6.8,0.375,True,False,False,False,False,False,False,True,False,False,True,True,True,False
53,22,7,3,9,7,5,11,1,1,5.8,1,7.0,0.425,True,False,False,False,False,False,True,True,False,False,False,True,True,True
41,17,8,4,26,10,2,7,1,1,6.5,5,5.4,1.0,True,False,False,False,False,False,False,False,True,True,False,False,True,False
32,28,6,5,22,8,5,17,3,4,0.6,1,6.9,0.0,True,True,False,False,False,True,False,False,False,True,False,True,False,False
36,22,6,1,11,8,1,15,1,4,6.2,3,6.5,0.727,True,True,False,False,False,False,False,False,False,True,False,True,True,False
53,32,7,1,9,3,3,15,2,2,7.2,4,6.0,0.535,True,False,False,False,False,True,False,False,False,False,True,False,True,False
49,17,11,3,1,5,5,8,3,1,3.1,2,8.1,0.27,True,False,False,True,False,False,False,False,True,True,False,True,True,True
43,32,8,3,23,1,3,3,5,5,9.8,4,7.8,0.439,False,False,True,False,False,True,False,False,False,True,False,True,False,True
38,6,10,5,0,9,3,12,3,2,1.4,2,4.8,0.66,True,True,False,False,False,False,True,True,False,True,False,True,False,False
47,27,6,5,15,8,2,8,2,1,9.1,2,8.4,0.755,False,False,False,False,False,False,True,True,False,True,False,False,False,False
28,0,9,6,28,10,5,5,2,4,6.8,2,5.4,0.703,True,True,False,False,False,False,True,True,False,True,False,False,True,False
47,33,8,5,29,2,3,15,2,5,6.6,5,5.4,0.344,False,True,False,False,False,False,True,False,True,True,False,True,True,True
46,18,8,3,17,10,4,12,1,3,8.8,1,8.3,0.721,True,False,True,False,True,False,False,False,False,False,True,True,True,False
31,30,6,4,26,1,3,15,5,2,8.3,3,6.3,0.371,True,False,False,False,False,True,False,False,True,True,False,True,True,False
40,12,10,3,6,4,3,9,5,4,3.5,5,7.7,0.17,True,False,False,False,False,False,True,False,False,False,False,False,False,True
32,23,9,3,3,9,5,17,4,3,7.1,5,5.7,0.675,False,False,False,False,False,False,False,False,True,False,True,True,False,False
34,4,10,1,26,8,4,6,2,1,0.5,2,8.0,0.444,False,False,False,False,False,False,False,True,False,False,False,False,True,False
29,22,9,5,9,3,3,13,1,5,4.6,5,7.8,0.292,False,False,True,False,True,False,False,False,True,False,False,False,False,False
25,18,6,2,9,10,5,10,3,4,9.4,3,6.6,0.719,False,False,False,False,False,True,False,False,True,True,False,True,False,True
52,0,8,5,24,6,5,4,1,4,2.7,3,7.3,0.224,True,False,True,False,False,True,False,False,True,False,False,False,False,True
49,32,9,6,10,9,3,3,2,5,0.5,4,8.4,0.331,True,False,False,False,False,True,False,True,False,False,False,False,False,False
32,32,8,4,24,10,1,3,1,4,5.8,5,6.3,0.969,True,False,True,False,True,False,False,False,True,False,False,False,False,False
22,31,7,4,29,8,1,18,2,4,3.6,4,6.5,0.616,False,False,False,False,False,True,False,False,True,True,False,False,False,False
59,27,7,5,2,10,2,13,3,1,3.8,3,7.4,0.63,True,False,True,False,False,True,False,True,False,True,False,False,True,True
45,11,6,5,28,5,1,10,3,2,5.8,5,6.0,0.605,False,False,True,False,False,False,True,False,False,True,False,True,True,True
52,8,6,3,13,9,1,14,5,3,6.2,2,8.3,0.446,False,False,True,False,False,True,False,False,True,False,True,False,False,True
47,10,11,2,12,9,5,8,4,5,4.4,2,4.7,0.445,False,False,False,False,False,False,True,True,False,True,False,False,False,False
26,32,6,3,18,3,5,18,1,3,5.1,5,6.1,0.273,False,False,False,False,False,False,True,False,True,True,False,False,False,False
41,18,7,1,24,8,3,10,4,5,9.9,4,7.4,0.668,False,True,False,False,False,True,False,True,False,False,False,False,True,False
